reviews	paper_sections	rebuttal_accept-praise	rebuttal_answer	rebuttal_by-cr	rebuttal_concede-criticism	rebuttal_contradict-assertion	rebuttal_done	rebuttal_followup	rebuttal_future	rebuttal_mitigate-criticism	rebuttal_other	rebuttal_refute-question	rebuttal_reject-criticism	rebuttal_social	rebuttal_structuring	rebuttal_summary
Why should we use embedding to compare the similarity?	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"1- There are two reasons that concept and problem embedding are performed in this work.
.Considering concept continuity is an important matter in education.
.Having concept embedding, concept continuity can be reached as is discussed in the last paragraph on page 7 and some other examples are given in table 2.
.By just having the most sophisticated concept extractor, the concept continuity cannot be retrieved.
.Furthermore, problem embedding is used by the recommender system to project the performance of students on the problems they solved onto other problems that they have not solved.
.This way, we have an idea of what problems should be recommended to them and which problems should not by having an evaluation of their ability to solve unseen problems and recommend problems in the boundary of their capacity, not way beyond, and to recommend problems in a way that covers all concepts necessary for students to learn.
.We have observed interesting patterns, e.g. similar problems are more likely to be solved correctly at the same time or wrong at the same time.
.Note that by just having the concepts of problems that are not in numerical form, performance projection may not be feasible and there is a need for using other methods like embedding.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
This means that it is not apriori clear if using this solver instead of standard SGD, ADAM is any good.	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"That said, we were indeed not able to demonstrate end-to-end gains in vision.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Please note that in the NLP benchmark our algorithm finds a better solution and wins in wall-clock time.
"	NOOOOOONNNNNEEEE	"@Update overhead: We argue that per-iteration performance is a worthwhile objective in itself, which is less significant in some scenarios (e.g. costly function evaluation, like in RL, or expensive backprops, like in RNNs).
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
I find these assumptions too strong for the task of learning disentangled representation.	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"(1) we only require access to meta-labels on the source set
.(2) our goal is not to find disentangled representations; Our goal is transferability so that we can learn on real data with minimal supervision.
"	NOOOOOONNNNNEEEE	"Q: ""...I find these assumptions too strong for the task of learning disentangled representation.""
.A: We wish to emphasize that:
"	NOOOOOONNNNNEEEE
The proposed method is very simple and frames the problem basically as a supervised learning problem.	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
They can indeed be subsumed by generalization bounds based on VC theory.	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We have clearly indicated that our bound is always polynomial in d and t in the introduction on page 3, which is not vacuous.
.Moreover, both bounds of Theorem 3 are obtained under the same assumptions as in Theorem 2 with additional norm constraints on weight matrices.
.The exponential term stems from the layer wise covering argument rather than the range of the output.
.The bound in Theorem 2 is still polynomial in d and t, since we exploit the parametric form of RNNs and construct the covering by weight matrix coverings.
.Existing literature has shown that keeping the spectral norm of weight matrix U close to 1 stabilizes the training of RNNs.
.This can be achieved by orthogonal initialization and imposing extra constraints or regularization [3-5].
.We further discuss the trade-off between representation and generalization beneath Theorem 2 on page 4: \beta \approx 1 helps balance the generalization and representation of RNNs.
"	NOOOOOONNNNNEEEE	"Vacuous bounds in the regime \beta >1.
"	NOOOOOONNNNNEEEE
The bound obtained in Theorem 2 comes rather easily from the bounded assumption on the non-linearity and is this not very interesting.	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We have clearly indicated that our bound is always polynomial in d and t in the introduction on page 3, which is not vacuous.
.Moreover, both bounds of Theorem 3 are obtained under the same assumptions as in Theorem 2 with additional norm constraints on weight matrices.
.The exponential term stems from the layer wise covering argument rather than the range of the output.
.The bound in Theorem 2 is still polynomial in d and t, since we exploit the parametric form of RNNs and construct the covering by weight matrix coverings.
.Existing literature has shown that keeping the spectral norm of weight matrix U close to 1 stabilizes the training of RNNs.
.This can be achieved by orthogonal initialization and imposing extra constraints or regularization [3-5].
.We further discuss the trade-off between representation and generalization beneath Theorem 2 on page 4: \beta \approx 1 helps balance the generalization and representation of RNNs.
"	NOOOOOONNNNNEEEE	"Vacuous bounds in the regime \beta >1.
"	NOOOOOONNNNNEEEE
- The search space of the proposed method, such as the number of operations in the convolution block, is limited.	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We will present the full experiments of semantic segmentation in the future revision.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"The following table shows the performance of our model on the PASCAL VOC 2012 semantic segmentation task, where DSO-NAS-cls represents the architecture searched on ImageNet with block structure sharing and DSO-NAS-seg represents the architecture searched on PASCAL VOC segmentation task.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"A1: First, the size of search space is not determined by the number of operations but the number of connections.
.The search space of our method is different from exiting NAS methods in that the number of input of certain operation is not limited.
.Second, the search space without block share is even much larger than existing NAS methods.
.Third, we can trivially extend our DSO-NAS to accommodate more operations such as dilated conv like our ongoing experiments on PASCAL VOC semantic segmentation task, we extend our search space to accommodate 3x3 and 5x5 separable convolution with dilated = 2.
"	NOOOOOONNNNNEEEE	"Q1. “The search space of the proposed method, such as the number of operations in the convolution block, is limited.”
.---------------------------------------------------------------------------------------------------------------------------
.Architecture
.mIOU                     Params(M)
.FLOPS(B)
.---------------------------------------------------------------------------------------------------------------------------
.---------------------------------------------------------------------------------------------------------------------------
"	"DSO-NAS-cls
.72.1
.6.5                               13.0
.---------------------------------------------------------------------------------------------------------------------------
.DSO-NAS-seg(more operations)
.72.7                            6.7                               13.2
.We combine DSO-NAS with Deeplab v3 and search for the architecture of feature extractor with block sharing.
.All above models have been pre-trained on ImageNet classification task first.
.It’s notable that the architecture searched on semantic segmentation task with additional operations achieve better performance in our preliminary experiment, indicating that our DSO-NAS is capable to incorporate additional operations.
"
One question which is not addressed is the reason for only one RBM layer.	MET	NOOOOOONNNNNEEEE	"2. The complete connectivity graph for our Boltzmann machine, as presented in Fig 2, can be interpreted as having two hidden layers.
.The graph has bipartite connectivity between the visible units and the first 128 hidden units and bipartite connectivity between the first 128 hidden units and the second 128 hidden units.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We thank the referee for bringing the article [V] to our attention and we now have acknowledged the prior work properly in our introduction.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"1. We are not training Restricted Boltzmann Machines (RBMs), but Boltzmann machines where the hidden units can be fully connected.
"	NOOOOOONNNNNEEEE
Furthermore, If I deploy the learning algorithm on a physical robot, will the temporally consistent exploration cause less wear and tear to the actuators when the robot explores.	MET	NOOOOOONNNNNEEEE	"That temporally consistent exploration is fairly important for physical robots is one of our motivations for this whole project.
.Our ultimate goal is to find a safer and more efficient way for on-policy exploration on physical robots.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"In the next step we will look for simulator environments with more authentic actuators to see how NADPEx could help solve that.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
My assumption is the visual feature already contains the label information for image captioning.	MET	NOOOOOONNNNNEEEE	"- That may be true to some extent.
.However, we think that explicit label information might still be useful since the visual features (environment) are from Faster RCNN and contain diverse information such as edges, background, color, and size.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"4. CIDEr score of captioning
"	NOOOOOONNNNNEEEE
Is the number right?	MET	NOOOOOONNNNNEEEE	"- Yes, the numbers are from their paper.
.One possible explanation for this could be their use of high regularization for a single model instead of ensembling.
.Thus, the performance improvement from training on the train set (evaluating on validation) to training on train+val (evaluating on test-dev) is smaller.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"7. Table 4, accuracies are from Zhang et al. 2018
"	NOOOOOONNNNNEEEE
It adds extra complexity, requires you to do function composition which may be less expressive and takes more coomputation, etc. And to what end?	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
The function composition doesn't capture that.	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We agree that the current formulation of composition is not equivalent to a generative model.
"	NOOOOOONNNNNEEEE	"We have revised the abstract to clarify this point.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"In our work, function composition primarily serves the purpose of demonstrating that the model learns a meaningful subspace of objects (rather than memorizing the training set, as you mentioned).
"	NOOOOOONNNNNEEEE	"""The purpose of generative models is not to interpolate per se; the interpolation is really a sanity check that the model is capturing the underlying distribution rather than just memorizing training examples.
.The function composition doesn't capture that.
.I think the authors should just acknowledge that you can't soundly *sample* from their generative model the way e.g. VAE or GAN allows (their function composition is not a sampling method).
.But I think there are lots of useful things you can do without that capability, e.g. do 3D point cloud completion, go image -> structure, etc. I think this function composition angle should be deemphasized in the title/abstract, but I think the paper stands  reasonably on its own without that.""
"	NOOOOOONNNNNEEEE
2. Besides the computational expensive-ness of the three-step approach (vector quantization, BERT, acoustic model training), the combined model complexity is large because these steps do not share neural network architecture.	MET	NOOOOOONNNNNEEEE	"We did not follow this direction due to two motivations: first, our aim is to contribute a new quantization scheme for audio data that is trained to predict the context in a self-supervised way.
.Second, we wanted to show that good performance can be achieved with discretized audio on actual speech tasks.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Yes, this is an interesting avenue for future work!
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	">> 2.
.A more economical approach is to use BERT-trained model as initialization for acoustic model training, which is the classical way how RBMs pre-training were used in ASR.
"	NOOOOOONNNNNEEEE
This claim is unfortunately unfounded for a very important reason: the LSTM performance is not at all close to that which can be achieved by LSTMs in general.	MET	NOOOOOONNNNNEEEE	"We spent a considerable amount of time trying to fulfill the reviewer’s request to match state of the art (SOTA) on PTB.
.Still, we pursued two directions.
.First, we tried to reimplement an architecture similar to  Melis et al. 2017.
.However, they did not publish their code, hyperparameters, or weights, requiring re-implementing and re-training from scratch.
.We tried this path, but soon realized we would not be done in time (especially with a hyperparameter search).
.We then tried to weave neuromodulation and differentiable plasticity into the architecture and code base of Merity et al., ICLR 2018 (also tied for SOTA).
.However, while they could simply leverage existing PyTorch implementations of LSTMs (written in extremely fast C++), we had to re-implement LSTMs “by hand” (i.e. as a series of connected layers) in PyTorch to introduce plasticity and neuromodulation.
.As a result, our networks thus ran considerably slower, by more than 10x (not because our method is intrinsically slower, but just for lack of engineering optimizations on our bespoke Python implementations; we confirmed this by observing that a similar “hand-built” reimplementation of simple, non-plastic LSTMs ran similarly slower, while producing results identical to Merity et al.).
.These experiments are thus unfortunately still running.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We have modified our text to avoid possible misunderstandings (see end of next-to-last paragraph in Section 4).
"	NOOOOOONNNNNEEEE	"For these reasons (and more provided below), we thus think it more fair (and necessary) to make such experiments the subject of a future paper.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"That said, we still believe the results in the current paper demonstrate the benefits of our techniques on a sizable model, and thus it would benefit the community to allow people to know about, and build upon, these new methods and results.
.The purpose of the present paper is to introduce a novel technique and show that it can produce an advantage in realistic settings, which we believe our PTB task confirms.
.Our claim is that, all other things being equal (especially the number of parameters), a neuromodulated plastic LSTM outperformed a standard LSTM on this particular benchmark task.
.We do **not** want to claim that our results are anywhere near SOTA.
.Additionally, philosophically, If SOTA results are the bar for all papers to be accepted into conferences like ICLR, then those venues will be the exclusive domain of those with either the computation or time (i.e. large-scale resources) to dedicate to such results.
.In that case, many cutting edge ideas will by necessity be excluded from the discussion, as will many research groups.
.Moreover, insisting on papers to be SOTA to be accepted also likely encourages p-hacking and shoddy science to game the results (even if unintentionally), reducing the quality of science our community tries to build on.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
Though this may be true, these models still undermine the claim that “neuromodulated plastic LSTMs...outperform standard LSTMs on a benchmark language modeling task”.	MET	NOOOOOONNNNNEEEE	"We spent a considerable amount of time trying to fulfill the reviewer’s request to match state of the art (SOTA) on PTB.
.Still, we pursued two directions.
.First, we tried to reimplement an architecture similar to  Melis et al. 2017.
.However, they did not publish their code, hyperparameters, or weights, requiring re-implementing and re-training from scratch.
.We tried this path, but soon realized we would not be done in time (especially with a hyperparameter search).
.We then tried to weave neuromodulation and differentiable plasticity into the architecture and code base of Merity et al., ICLR 2018 (also tied for SOTA).
.However, while they could simply leverage existing PyTorch implementations of LSTMs (written in extremely fast C++), we had to re-implement LSTMs “by hand” (i.e. as a series of connected layers) in PyTorch to introduce plasticity and neuromodulation.
.As a result, our networks thus ran considerably slower, by more than 10x (not because our method is intrinsically slower, but just for lack of engineering optimizations on our bespoke Python implementations; we confirmed this by observing that a similar “hand-built” reimplementation of simple, non-plastic LSTMs ran similarly slower, while producing results identical to Merity et al.).
.These experiments are thus unfortunately still running.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We have modified our text to avoid possible misunderstandings (see end of next-to-last paragraph in Section 4).
"	NOOOOOONNNNNEEEE	"For these reasons (and more provided below), we thus think it more fair (and necessary) to make such experiments the subject of a future paper.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"That said, we still believe the results in the current paper demonstrate the benefits of our techniques on a sizable model, and thus it would benefit the community to allow people to know about, and build upon, these new methods and results.
.The purpose of the present paper is to introduce a novel technique and show that it can produce an advantage in realistic settings, which we believe our PTB task confirms.
.Our claim is that, all other things being equal (especially the number of parameters), a neuromodulated plastic LSTM outperformed a standard LSTM on this particular benchmark task.
.We do **not** want to claim that our results are anywhere near SOTA.
.Additionally, philosophically, If SOTA results are the bar for all papers to be accepted into conferences like ICLR, then those venues will be the exclusive domain of those with either the computation or time (i.e. large-scale resources) to dedicate to such results.
.In that case, many cutting edge ideas will by necessity be excluded from the discussion, as will many research groups.
.Moreover, insisting on papers to be SOTA to be accepted also likely encourages p-hacking and shoddy science to game the results (even if unintentionally), reducing the quality of science our community tries to build on.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
Concerns: I find the claim on deep networks kind of irresponsible.	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
Second, the conclusion of Theorem 2 seems to be flawed.	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Specifically, we agree with the 1) and 2) of your analysis.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"For the first and second comments, we appreciate the detailed example you proposed.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
This illustrates that the conclusion of Theorem 2 may be wrong.	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Specifically, we agree with the 1) and 2) of your analysis.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"For the first and second comments, we appreciate the detailed example you proposed.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
The proposed method seems plausible, but some details are impressionistic and it is not clear why and whether the modeling choices do what the paper says.	MET	NOOOOOONNNNNEEEE	"We find that removing any of them leads to a decrease in performance (Rows 2, 3, 4 of Table 5).
.To provide more than just this quantitative insight, we’ll expand here on how KG-MRC handles coreference to better motivate the modeling choices:
.The construction of graph G_t from G_{t-1} uses co-reference disambiguation of nodes to prevent node duplication and to enforce temporal dependencies.
.We perform coreference disambiguation between location nodes of G_t and G_{t-1} via Eq. 1 (call this inter-graph coreference) and between the location nodes in the same graph Gt (call this intra-graph coreference) via Eq. 2.
.The inter-graph coreference yields new, intermediate representations for the nodes in G_t.
.These are further updated via the intra-graph coreference step.
.Inter-graph Co-ref: One way to think about this is that we construct a new graph G_t at every time step.
.Now the graph G_{t-1} might contain some location nodes which are predicted again at time step ‘t’ (e.g., in Figure 2, leaf node already existed in G_{t-1}).
.Instead of replacing an old node with an entirely new node at ‘t’, we take a recurrent approach and do a gated update that preserves some information stored in the node in previous time steps while adding new information unique to time step ‘t’.
.Intra-graph Co-ref: Inter-graph co-ref isn’t enough since the MRC module makes its span predictions independently.
.This means that, at time step t, the model could predict the same span/location for multiple entities and add all these duplicates to the graph.
.Moreover, a single location might have the same surface form but be from different parts of the paragraph (e.g. “leaf” in the 1st and the 5th sentence of the para in figure 2).
.The operations in Eq. 2 resolve this by performing self-attention (i.e., the predicted locations of all entities are compared to each other).
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Based on your comments, we’ve performed additional ablations to measure the impact of the co-reference mechanisms.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"The proposed method seems plausible, but some details are impressionistic and it is not clear why and whether the modeling choices do what the paper says.
.This is especially the case in a few places involving coreference:
.1. The paper says at the top of page 6 that the result of Eq 1 is a disambiguated intermediate node representation.
.2. The self attention in Eq 2 performs coreference disamguation which prevents different instances of the same location from being predicted for multiple entities.
.While these may indeed be working as advertised, it would be good to see some evaluation that verifies that after learning, what is actually happening is coreference.
.======
"	NOOOOOONNNNNEEEE
Don't the updates in Eq 1 and 2 take care of this? The ablation does not test this, right?	MET	NOOOOOONNNNNEEEE	"In a nutshell, this is necessary because, after the recurrent and residual graph updates (Eqs 3.1 - 3.3) that propagate information across edges, we may end up with different representations for location nodes corresponding to the same location.
.We don’t want these representations to diverge from each other because of information propagation.
.The graph update step ensures information propagation between entities and location representations.
.Specifically if the current location of entity “e_t” is predicted as “\lambda_t”, the graph update steps ensures that both the entity and location representation gets the same update (via eq 3.2 and 3.3).
.This would have been sufficient if every entity had a unique location.
.But, multiple entities can actually exist in the same location.
.Water - -> leaf
.CO_2 --> leaf
.Here both water and CO_2 exist in the same location, leaf.
.But let’s say that the MRC model picked the “leaf” span from sentence 1 (of the text in Fig 2) for “Water” and from sentence 4 for CO_2.
.In reality, they refer to the same location entity “leaf”.
.Now, due to eq. 3.3, the two embeddings of leaf will get two different residual updates (one would be corresponding to Water and other would be because of CO_2).
.Because of the different updates, the two representations of the same entity might diverge.
.To remedy this, we re-use the coreference matrix “U” we create in eq. (2), which should already have a high attention score corresponding to the two leaf locations.
.Thus we perform a similar operation to the intra-graph update.
"	NOOOOOONNNNNEEEE	"We agree that the coreference pooling in the graph update seems repetitive at first glance.
"	NOOOOOONNNNNEEEE	"We have further clarified the explanation given in the text and included another ablation experiment  (row 4 of Table 5) to confirm its usefulness.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Why does the graph update require coreference pooling again?
.Don't the updates in Eq 1 and 2 take care of this? The ablation does not test this, right?
.=====
.This step does indeed repeat Eq. 2.
.To give you more detail:
.Let’s consider this small graph below
"	NOOOOOONNNNNEEEE
Another modeling choice that is not clear is regarding how the model processes the text -- reading prefixes of the paragraph, rather than one sentence at a time. What happens if the model is changed to be read one sentence at a time?	MET	NOOOOOONNNNNEEEE	"The “prefixes” that our model reads at each time step comprise all sentences up to and including the current sentence s_t.
.The motivation for this modeling choice was empirical.
.In our preliminary experiments we evaluated alternative strategies, such as (a) only considering the current sentence s_t, and (b) considering the entire paragraph at every time step.
.We found that operating on prefixes performed best.
.This is in line with the findings of Dalvi et al., 2018, where the Pro-Global model (which uses prefixes) performs better than the Pro-Local model (which operates on single sentences).
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Another modeling choice that is not clear is regarding how the model processes the text -- reading prefixes of the paragraph, rather than one sentence at a time. What happens if the model is changed to be read one sentence at a time?
.====
"	NOOOOOONNNNNEEEE
Is \eta_{\mathcal{H}} is a better estimation that previous adaptability term in multi-source DA? What is the role of \eta_{\mathcal{H}} in the algorithm design? How to control it in empirical algorithm?	MET	NOOOOOONNNNNEEEE	"- As we explained in Thm.1, \eta_{\mathcal{H}} is a constant measuring how well the model family \mathcal{H} can fit the true models from both domains.
.Estimating this term requires *labelled* target samples, which is usually unavailable in domain adaptation.
.However, when we have access to a handful of labelled target data, we can certainly estimate this term and perform model selection (e.g., choosing neural network models \mathcal{H}) better, meaning that we can find better values for alphas, and so achieve even better adaptation performance.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
The paper does not provide very significant evidence that this method is useful.	MET	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
-1 The mathematics in section 3.1 is unclear and potentially flawed (more below).	MET	NOOOOOONNNNNEEEE	"2. The details of derivative estimation can be found in Section 3.1 (especially equation 9 and 10 in our updated version.
"	NOOOOOONNNNNEEEE	"We apologize for the confusions in Section 3.1.
.1. About equation 8, indeed there is a typo and should be a ""partial"" sign in front of the ""\delta"" function in the numerator.
"	NOOOOOONNNNNEEEE	"We have reorganized this section, as shown in our updated paper.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Thanks for pointing this out.
"	"** Clarification on Mathematics in Section 3.1 **
.For your questions:
"	NOOOOOONNNNNEEEE
"-4 Talking about ""agents"" and ""Multi-Agent"" is a somewhat confusing given the slightly different use of the same term in the reinforcement literature. Why not just ""mapping"" or ""network""?"	MET	NOOOOOONNNNNEEEE	"Although with the same term, the ""multi-agent"" or ""agent"" in this paper has no relationship with multi-agent reinforcement learning.
.You are right in that the term ""agent"" in our context refers to ""mapping"" or ""network"".
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"*
.* Term usage of ""multi-agents"" **
.You can check our updated paper with clarification and new experimental results.
"	NOOOOOONNNNNEEEE
