text,index,review_action,target
"[C] K. Saenko, B. Kulis, M. Fritz, and T. Darrell. Adapting visual category models to new domains. In European Conference on Computer Vision (ECCV), 2010.",,arg_other,0
"[D]H.Venkateswara, J.Eusebio, S.Chakraborty, and S.Panchanathan. Deep hashing network for unsupervised domain adaptation. In IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017.",,arg_other,0
The paper devises a pipeline that aims to address catastrophic forgetting in continual learning (CL) by the well-known generative replay (GR) technique.,,arg_structuring,0
The key ingredient of the pipeline is a modern variational auto-encoder (VAE) that is trained with class labels with respect to a mutual information maximization criterion.,,arg_structuring,0
"The paper does not follow a smooth story line, where an open research question is presented and a solution to this problem is developed in steps.",,arg_evaluative,0
"The flowchart in Fig 1 is rather a system design consisting of many components, the functionality of which is not clearly described and existence of which is not justified.",,arg_evaluative,0
This complex flowchart does not even describe the complete task.,,arg_evaluative,0
It is in the end plugged into a continual learning algorithm which also performs domain transformation.,,arg_evaluative,0
"All of these pieces are very well-known methods (e.g. VAEs, conditional VAEs, CL, catastrophic forgetting, domain transformation) in the literature and this paper puts them together in a straightforward way.",,arg_evaluative,0
"Hence, I kindly do not think the outcome is truly a research result.",,arg_evaluative,0
It is more system engineering than science.,,arg_evaluative,0
The next submission of the paper could choose one or few of these pieces as target research problems and develop a thoroughly analyzed novel technical solution for them.,,arg_evaluative,0
"If this solution can be proven to improve a valuable metric (e.g. accuracy, interpretability, theoretical understanding, or computational efficiency) of a setup, it is then worthwhile being published.",,arg_evaluative,0
Minor: The abstract could be improved by providing more clear pointers to the presented novelty.,,arg_request,1
Summary,,arg_structuring,0
"The paper proposes to modify the ""Dual Learning"" approach to supervised (and unsupervised) translation problems by making use of additional pretrained mappings for both directions (i.e. primal and dual).",,arg_structuring,0
"These pre-trained mappings (""agents"") generate targets from the primal to the dual domain, which need to be mapped back to the original input.",,arg_structuring,0
It is shown that having >=1 additional agents improves training of the BLEU score in standard MT and unsupervised MT tasks.,,arg_structuring,0
"The method is also applied to unsupervised image-to-image ""translation"" tasks.",,arg_structuring,0
Positives and Negatives,,arg_structuring,0
+1 Simple and straightforward method with pretty good results on language translation.,,arg_evaluative,0
"+2 Does not require additional computation during inference, unlike ensembling.",,arg_structuring,0
-1 The mathematics in section 3.1 is unclear and potentially flawed (more below).,,arg_evaluative,0
"-2 Diversity of additional ""agents"" not analyzed (more below).",,arg_evaluative,0
"-3 For image-to-image translation experiments, no quantitative analysis whatsoever is offered so the reader can't really conclude anything about the effect of the proposed method in this domain.",,arg_evaluative,0
"-4 Talking about ""agents"" and ""Multi-Agent"" is a somewhat confusing given the slightly different use of the same term in the reinforcement literature. Why not just ""mapping"" or ""network""?",,arg_request,1
-1: Potential Issues with the Maths.,,arg_structuring,0
"The maths is not clear, in particular the gradient derivation in equation (8).",,arg_evaluative,0
Let's just consider the distortion objective on x (of course it also applies to y without loss of generality).,,arg_other,0
"At the very least we need another ""partial"" sign in front of the ""\delta"" function in the numerator.",,arg_evaluative,0
"But again, it's not super clear how the paper estimates this derivative.",,arg_evaluative,0
"Intuitively the objective wants f_0 to generate samples which, when mapped back to the X domain, have high log-probability under G, but its samples cannot be differentiated in the case of discrete data.",,arg_fact,0
So is the REINFORCE estimator used or something? Not that the importance sampling matter is orthogonal.,,arg_request,1
"In the case of continuous data x, is the reparameterization trick used?",,arg_request,1
This should at the very least be explained more clearly.,,arg_evaluative,0
Note that the importance sampling does not affect this issue.,,arg_fact,0
-2: Diversity of Agents.,,arg_structuring,0
"As with ensembles, clearly it only helps to have multiple agents (N>2) if the additional agents are distinct from f_1 (again without loss of generality this applies to g as well).",,arg_evaluative,0
The paper proposes to use different random seeds and iterate over the dataset in a different order for distinct pretrained f_i.,,arg_structuring,0
"The paper should quantify that this leads to diverse ""agents"".",,arg_request,1
"I suppose the proof is in the pudding; as we have argued, multiple agents can only improve performance if they are distinct, and Figure 1 shows some improvement as the number of agents are increase (no error bars though).",,arg_fact,0
The biggest jump seems to come from N=1 -> N=2 (although N=4 -> N=5 does see a jump as well).,,arg_structuring,0
"Presumably if you get a more diverse pool of agents, that should improve things.",,arg_fact,0
"Have you considered training different agents on different subsets of the data, or trying different learning algorithms/architectures to learn them?",,arg_request,1
More experiments on the diversity would help make the paper more convincing.,,arg_request,1
The paper investigates the Frank-Wolfe (FW) algorithm for constructing adversarial examples both in a white-box and black-box setting.,,arg_fact,0
The authors provide both a theoretical analysis (convergence to a stationary point) and experiments for an InceptionV3 network on ImageNet.,,arg_fact,0
"The main claim is that the proposed algorithm can construct adversarial examples faster than various baselines (PGD, I-FGSM, CW, etc.), and from fewer queries in a black-box setting.",,arg_fact,0
"The FW algorithm is a classical method in optimization, but (to the best of my knowledge) has not yet been evaluated yet for constructing adversarial examples.",,arg_fact,0
Hence it is a natural question to understand whether FW performs significantly better than current algorithms in this context.,,arg_fact,0
"Indeed, the authors find that FW is 6x - 20x faster for constructing white-box adversarial examples than a range of relevant baseline, which is a significant speed-up.",,arg_fact,0
"However, there are several points about the experiments that are unclear to me:",,arg_structuring,0
- It is well known that the running times of optimization algorithms are highly dependent on various hyperparameters such as the step size.,,arg_fact,0
But the authors do not seem to describe how they chose the hyperparameters for the baselines algorithms.,,arg_evaluative,0
Hence it is unclear how large the running time improvement is compared to a well-tuned baseline.,,arg_evaluative,0
- Other algorithms in the comparison achieve a better distortion (smaller perturbation).,,arg_fact,0
"Since finding an adversarial with smaller perturbation is a harder problem, it is unclear how the algorithms compare for finding adversarial examples with similar distortion.",,arg_evaluative,0
"Instead of reporting a single time-vs-distortion data point, the authors could show the full trade-off curve.",,arg_request,1
"- The authors only provide running times, not the number of iterations.",,arg_request,1
"In principle all the algorithms should have a similar bottleneck in each iteration (computing a gradient for the input image), but it would be good to verify this with an iteration count vs success rate (or distortion) plot.",,arg_request,1
This would also allow the authors to compare their theoretical iteration bound with experimental data.,,arg_request,1
"In addition to these three main points, the authors could strengthen their results by providing experiments on another dataset (e.g., CIFAR-10) or model architecture (e.g., a ResNet), and by averaging over a larger number of test data points (currently 200).",,arg_request,1
"Overall, I find the paper a promising contribution. But until the authors provide a more thorough experimental evaluation, I hesitate to recommend acceptance.",,arg_evaluative,0
Additional comments:,,arg_structuring,0
The introduction contains a few statements that may paint an incomplete or confusing picture of the current literature in adversarial attacks on neural networks:,,arg_evaluative,0
* The abstract claims that the poor time complexity of adversarial attacks limits their practical usefulness.,,arg_fact,0
"However, the running time of attacks is typically measured in seconds and should not be the limiting element in real-world attacks on deep learning systems.",,arg_fact,0
I am not aware of a setting where the running time of an attack is the main computational bottleneck (outside adversarial training).,,arg_fact,0
"* The introduction distinguishes between ""gradient-based methods"" and ""optimization-based methods"".",,arg_structuring,0
"This distinction is potentially confusing to a reader since the gradient-based methods can be seen as optimization algorithms, and the optimization-based methods rely on gradients.",,arg_fact,0
* The introduction claims that black-box attacks need to estimate gradients coordinate-wise.,,arg_structuring,0
"However, this is not the case already in some of the prior work that uses random directions for estimating gradients (e.g., the cited paper by Ilyas et al.)",,arg_fact,0
I encourage the authors to clarify these points in an updated version of their paper.,,arg_request,1
Summary:,,arg_structuring,0
This paper proposes to impute multimodal data when certain modalities are present.,,arg_structuring,0
The authors present a variational selective autoencoder model that learns only from partially-observed data.,,arg_structuring,0
VSAE is capable of learning the joint,,arg_structuring,0
"distribution of observed and unobserved modalities as well as the imputation mask, resulting in a model that is suitable for various down-stream tasks including data generation and imputation",,none,0
.,,none,0
The authors evaluate on both synthetic high-dimensional and challenging low-dimensional multimodal datasets and show improvement over the state-of-the-art data imputation models.,,arg_structuring,0
Strengths:,,arg_structuring,0
- This is an interesting paper that is well written and motivated.,,arg_evaluative,0
"- The authors show good results on several multimodal datasets, improving upon several recent works in learning from missing multimodal data.",,arg_evaluative,0
Weaknesses:,,arg_structuring,0
"- How multimodal are the datasets provided by UCI? It seems like they consist of different tabular datasets with numerical or categorical variables, but it was not clear what the modalities are (each variable is a modality?) and how correlated the modalities are. If they are not correlated at all and share no joint information I'm not sure how these experiments can represent multimodal data.",,arg_request,1
"- Some of the datasets the authors currently test on are quite toy, especially for the image-based MNIST and SVHN datasets.",,arg_evaluative,0
"They should consider larger-scale datasets including image and text-based like VQA/VCR, or video-based like the datasets in (Tsai et al., ICLR 2019).",,arg_request,1
"- In terms of prediction performance, the authors should also compare to [1] and [2] which either predict the other modalities completely during training or use tensor-based methods to learn from noisy or missing time-series data.",,arg_request,1
"- One drawback is that this method requires the mask during training. How can it be adapted for scenarios where the mask is not present? In other words, we only see multiple modalities as input, but we are not sure which are noisy and which are not?",,arg_evaluative,0
"[1] Pham et al. Found in Translation: Learning Robust Joint Representations by Cyclic Translations Between Modalities, AAAI 2019",,arg_other,0
"[2] Liang et al. Learning Representations from Imperfect Time Series Data via Tensor Rank Regularization, ACL 2019",,arg_other,0
### Post rebuttal,,arg_structuring,0
#,,none,0
##,,none,0
Thank you for your detailed answers to my questions.,,arg_social,0
"This paper proposed Compound Density Networks (CDNs), a neural network architecture that parametrises conditional distributions as infinite mixtures, thus generalising the traditional finite mixture density networks (MDNs).",,arg_structuring,0
"The authors realise CDNs by treating the weights of each neural network layer probabilistically, and letting them be matrix variate Gaussians (MVGs) with their parameters given as a function of the layer input via a hypernetwork.",,arg_structuring,0
CDNs can then be straightforwardly optimised with SGD for a particular task by using the reparametrization trick.,,arg_structuring,0
"The authors further argue that in case that overfitting is present at CDNs, then an extra KL-divergence term can be employed such that the input dependent MVG distribution is close to a simple prior that is input agnostic.",,arg_structuring,0
"They then proceed to evaluate the predictive uncertainty that CDNs offer on three tasks: a toy regression problem, out-of-distribution example detection on MNIST/notMNIST and adversarial example detection on MNIST and CIFAR 10.",,arg_structuring,0
The objective of this work is to provide a method for better uncertainty estimates from deep learning models.,,arg_structuring,0
This is an important research area and relevant for ICLR.,,arg_evaluative,0
The paper is generally well written with a clear presentation of the proposed model.,,arg_evaluative,0
"The generalisation from the finite MDN to the continuous CDN seems straightforward, the model is relatively easy to implement and it is evaluated extensively against several modern baselines.",,arg_evaluative,0
"Nevertheless, I believe that it still has to address some points in order to be better suited for publication:",,arg_evaluative,0
"- It seems that the model is not very scalable; while the authors do provide a way of reducing the necessary parameters that the hypernetwork has to predict, minibatching can still be an issue as it is implied that you draw a separate random weight matrix for each datapoint due to the input specific distribution (as shown at Algorithm 1).",,arg_evaluative,0
Is this how you implemented minibatching in practice? How easily is this applied to convolutional architectures?,,arg_request,1
- How many samples did you use from p(theta|x) during training?,,arg_request,1
"It seems that with a single sample the method becomes an instance of VIB [1], only considering the weights of the network as latent variables rather than the hidden units.",,arg_evaluative,0
- The experiments were entirely focused on uncertainty quality but we are always interested in both performance on the task at hand as as well as good uncertainty estimates. What was the performance based on e.g. classification accuracy on each of these tasks compared to the baselines? I believe that including these results will strengthen the paper and provide a more complete picture.,,arg_request,1
- Have you checked / visualised what type of weight distributions do CDNs capture? It would be interesting to see if e.g. the marginal (across the dataset) weight distribution at each layer has any multimodality as that could hint that the network learns to properly specialise to individual data points.,,arg_request,1
"- The authors mention that in order to avoid overfitting they add an extra (weighted) KL-divergence term to the log-likelihood of the dataset, that encourages the weight distributions for specific points to be close to simple priors.",,arg_fact,0
How influential is that extra term to the uncertainty quality that you obtain in the end?,,arg_request,1
How does this term affect the learned distributions in case of CDNs?,,arg_request,1
"Furthermore, the way that CDNs are constructed seems to be more appropriate at capturing input specific uncertainty (i.e. aleatoric) rather than global uncertainty about the data (i.e. epistemic).",,arg_fact,0
I believe that for the specific uncertainty evaluation tasks this paper considers the latter is more appropriate.,,arg_fact,0
More discussion on both of these aspects can help in improving this paper.,,arg_request,1
-,,arg_structuring,0
"As a final point; the hyper parameters that were tuned for the MNF, noisy K-FAC and KFLA baselines are not on common ground.",,arg_evaluative,0
For noisy K-FAC and MNF the lambda (which should be fixed to 1 for a correct Bayesian model) was tuned and in general lower than 1 lambdas lead to models that are overconfident and hence underperform on uncertainty tasks.,,arg_evaluative,0
For KFLA a hyper parameter “tau” was tuned; this hyperparameter instead corresponds to the precision of the Gaussian prior on the parameters.,,arg_fact,0
"In this case, KFLA always optimises a “correct” Bayesian model for every value of the hyperparameter whereas MNF and noisy K-FAC do not.",,arg_fact,0
"Thus I believe that it would be better if you consider the same hyper parameter on all of these methods, e.g. the precision of the Gaussian prior.",,arg_request,1
[1] Deep Variational Information Bottleneck,,arg_other,0
This paper is well set-up to target the interesting problem of degraded generalisation after adversarial training.,,arg_evaluative,0
"The proposal of applying spectral normalisation (SN) is well motivated, and is supported by margin-based bounds.",,arg_evaluative,0
"However, the experimental results are weak in justifying the paper's claims.",,arg_evaluative,0
Pros:,,arg_structuring,0
* The problem is interesting and well explained,,arg_evaluative,0
* The proposed method is clearly motivated,,arg_evaluative,0
* The proposal looks theoretically solid,,arg_evaluative,0
Cons:,,arg_structuring,0
"* It is unclear to me whether the ""efficient method for SN in convolutional nets"" is more efficient than the power iteration algorithm employed in previous work, such as Miyato et al. 2018, which also used SN in conv nets with different strides.",,arg_evaluative,0
There is no direct comparison of performance.,,arg_evaluative,0
* Fig. 3 needs more explanation.,,arg_request,1
"The horizontal axes are unlabelled, and ""margin normalization"" is confusing when shown together with SN without an explanation.",,arg_request,1
Perhaps it's helpful to briefly introduce it in addition to citing Bartlett et al. 2017.,,arg_request,1
* The epsilons in Fig. 5 have very different scales (0 - 0.5 vs. 0 - 5). Are these relevant to the specific algorithms and why?,,arg_request,1
* Section 5.3 (Fig. 6) is the part most relevant to the generalisation problem.,,arg_evaluative,0
"However, the results are unconvincing: only the results for epsilon = 0.1 are shown, and even so the advantage is marginal.",,arg_evaluative,0
"Furthermore, the baseline models did not use other almost standard regularisation techniques (weight decay, dropout, batch-norm).",,arg_evaluative,0
It is thus unclear whether the advantage can be maintained after applying these standard regularsisers.,,arg_evaluative,0
"A typo in page 6, last line: wth -> with",,arg_request,1
* Strengths:,,arg_structuring,0
- The paper gives theoretical insight into why Batch Normalization is useful in making neural network training more robust and is therefore an important contribution to the literature.,,arg_structuring,0
"- While the actual arguments are somewhat technical as is expected from such a paper, the motivation and general strategy is very easy to follow and insightful.",,arg_evaluative,0
* Weaknesses:,,arg_structuring,0
"- The bounds do not immediately apply in the batch normalization setting as used by neural network practitioners, however there are practical ways to link the two settings as pointed out in section 2.4",,arg_evaluative,0
"- As the authors point out, the idea of using a batch-normalization like strategy to set an adaptive learning rate has already been explored in the WNGrad paper.",,arg_structuring,0
However it is valuable to have a similar analysis closer to the batch normalization setting used by most practitioners.,,arg_request,1
"- Currently there is no experimental evaluation of the claims, which would be valuable given that the setting doesn't immediately apply in the normal batch normalization setting.",,arg_request,1
I would like to see evidence that the main benefit from batch normalization indeed comes from picking a good adaptive learning rate.,,arg_request,1
"Overall I recommend publishing the paper as it is a well-written and insightful discussion of batch normalization. Be aware that I read the paper and wrote this review on short notice, so I didn't have time to go through all the arguments in detail.",,arg_evaluative,0
This paper introduced a latent space model for reinforcement learning in vision-based control tasks.,,arg_structuring,0
"It first learns a latent dynamics model, in which the transition model and the reward model can be learned on the latent state representations.",,arg_structuring,0
"Using the learned latent state representations, it used an actor-critic model to learn a reactive policy to optimize the agent's behaviors in long-horizon continuous control tasks.",,arg_structuring,0
The method is applied to vision-based continuous control in 20 tasks in the Deepmind control suite.,,arg_structuring,0
Pros:,,arg_structuring,0
"1. The method used a latent dynamics model, which avoids reconstruction of the future images during inference.",,arg_evaluative,0
"2. The learned actor-critic model replaced online planning, where actions can be evaluated in a more efficient manner.",,arg_evaluative,0
"3. The model achieved better performances in challenging control tasks compared to previous latent space planning methods, such as PlaNet.",,arg_evaluative,0
Cons:,,arg_structuring,0
1. The work has limited novelty: the learning of the world model (recurrent state-space model) closely follows the prior work of PlaNet.,,arg_evaluative,0
"In contrast to PlaNet, the difference is that this work learns an actor-critic model in place of online planning with the cross entropy method.",,arg_structuring,0
"However, I found the contribution of the actor-critic model is insufficient and requires additional experimental validation (see below).",,arg_request,1
"2. Since the actor-critic model is the novel component in this model (propagating gradients through the learned dynamics), I would like to see additional analysis and baseline comparisons of this method to previous actor-critic policy learning methods, such as DDPG and SAC training on the (fixed) latent state representations, and recent work of MVE or STEVE that use the learned dynamics to accelerate policy learning with multi-step updates.",,arg_request,1
"3. The world model is fixed while learning the action and value models, meaning that reinforcement learning of the actor-critic model cannot be used to improve the latent state model.",,arg_fact,0
It'd be interesting to see how optimization of the actions would lead to better state representations by propagating gradients from the actor-critic model to the world model.,,arg_request,1
Typos:,,arg_structuring,0
Reward prediction along --> Reward prediction alone,,arg_request,1
this limitation in latenby?,,arg_request,1
Quality: A simple approach accompanied with a theoretical justification and large number of experimental results.,,arg_structuring,0
The theoretical justification is spread out in the main body and appendices.,,arg_structuring,0
The proof given in the appendix is overly short and not detailed enough.,,arg_evaluative,0
"The large number of experiment although welcoming needs to be properly discussed and related to the state of the art numbers, including any work that the authors are referring themselves in this submission.",,arg_request,1
The approach is not linked to so called Tandem approach that was/is popular in speech recognition where a generative model (GMM) is trained on top of features extracted by a neural network model.,,arg_evaluative,0
Clarity: The simple approach is clearly described.,,arg_evaluative,0
"However, the theoretical justification and experimental results are not.",,arg_evaluative,0
Originality: The work is moderately original.,,arg_evaluative,0
Significance: It is hard to assess given the current submission.,,arg_evaluative,0
This paper studies the characteristics of representations and their roles in neural network expressiveness.,,arg_structuring,0
The results  are overall not very impressive.,,arg_evaluative,0
"1. There are many characteristics of representations such as scaling, permutation, covariance, correlation, sparsity, dead units, rank.",,arg_fact,0
"The papers discusses some (not surprising) theoretical properties relating to scaling, permutation, covariance, correlation, while making less efforts on the more interesting characteristics  sparsity, dead units, rank, mutual information.",,arg_evaluative,0
Only some heuristic results are obtained for them without rigorous theory.,,arg_evaluative,0
It would be better if these heuristic arguments can be formed as theorems as well.,,arg_request,1
"2. Probably the most interesting experimental finding of this paper is that the mutual information between z and output is constant, while the one between z and input strongly depends on the regularizers.",,arg_structuring,0
"That is, the dependence between z and y does not vary with regularizers but the one between z and x does.",,arg_fact,0
Is this a coincidence or a general phenomenon? Is there a theoretical explanation?,,arg_request,1
3.,,arg_structuring,0
Summary:,,arg_structuring,0
"In this paper, the authors propose a framework for continual learning based on explanations for performed classifications of previously learned tasks.",,arg_structuring,0
"In this framework, an average saliency map is computed for all images in the test set of a previous task to identify image regions, which are important for that task.",,arg_structuring,0
"When learning the next task, this average saliency map is used in an attention mechanism to help learning the new task and to prevent catastrophic forgetting of previously learned tasks.",,arg_structuring,0
"Furthermore, the authors propose a new metric for the goodness of a saliency map by taking into account the number of pixels in the map, the average distance between pixels in the map, as well as the prediction probability given only the salient pixels.",,arg_structuring,0
The authors report that their approach achieves the best average classification accuracy for 3 out of 4 benchmark datasets compared to other state-of-the-art approaches.,,arg_structuring,0
Relevance:,,arg_structuring,0
"This work is relevant to researchers in the field of continual/life-long learning, since it proposes a framework, which should be possible to integrate into different approaches in this field.",,arg_structuring,0
Significance:,,arg_structuring,0
"The proposed work is significant, since it explores a new direction of using learner generated, interpretable explanations of the currently learned task as help for learning new tasks.",,arg_evaluative,0
"Furthermore, it proposes a new metric for the goodness of saliency maps.",,arg_evaluative,0
Soundness:,,arg_structuring,0
"In general, the proposed approach of using the average saliency map as attention mask for learning appears to be reasonable.",,arg_evaluative,0
"However, the following implicit assumptions/limitations of the approach should be made more clear:",,arg_structuring,0
"- important features for the new task should be in similar locations as important features of the old task (for example, one would expect that the proposed approach would negatively affect learning the new task if the important features of the old task were all located in the bottom of the image, while all important features for the new task are in the top)",,arg_evaluative,0
"- the locations for important features should be comparatively stable (for example, one would expect the average saliency map to become fairly meaningless if important features, such as the face of a dog, can appear anywhere in the image.",,arg_evaluative,0
"Therefore, an interesting baseline for the evaluation of the ICL approach would be a predefined, fixed attention map consisting of concentric circles with the image center as their center, to show that the proposed approach does more than just deemphasizing the corners of the image)",,arg_request,1
"Furthermore, the authors appear to imply that increased FSM values for an old task after training on a new task indicate catastrophic forgetting.",,arg_fact,0
"While this is a reasonable assumption, it does not necessarily seem to be the case that a larger, more disconnected saliency map indicates worse classification performance.",,arg_evaluative,0
"Comparatively small changes in FSM may not affect the classification performance at all, while larger changes may not necessarily lead to worse classifications either.",,arg_evaluative,0
"For example, by increasing the amount or size of image regions to be considered, the classifier may accidentally become more robust on an old task.",,arg_evaluative,0
"Therefore, it may be a good idea for the authors to analyze the correlation between FSM changes and accuracy changes.",,arg_request,1
Evaluation:,,arg_structuring,0
The evaluation of the proposed approach on the four used datasets appears to be reasonable and well done.,,arg_evaluative,0
"However, given that the achieved performance gains over the state-of-the-art are fairly small, it would be good to assess if the obtained improvements are statistically significant.",,arg_request,1
"Furthermore, it may be informative to show the saliency maps in Figure 5 not only for cases in which the learner classified the image correctly in both time steps, but also cases in which the learner classified the image correctly the first time and incorrectly the second time.",,arg_request,1
"Additionally, the previously mentioned evaluation steps, i.e., using a fixed attention map as baseline for the evaluation and evaluating the correlation between FSM and accuracy may be informative to illustrate the advantages of the proposed approach.",,arg_request,1
Clarity:,,arg_structuring,0
The paper is clearly written and easy to follow.,,arg_evaluative,0
One minor issue is that the first sentence of the third paragraph in Section 4 is not a full sentence and therefore difficult to understand.,,arg_evaluative,0
"Furthermore, on page 6, it is stated that the surrounding square $\hat{x}_i$ is 15 x 15 pixels, while the size of the square $x_i$ is 10 x 10.",,arg_fact,0
"This appears strange, since it would mean that $x_i$ cannot be in the center of $\hat{x}_i$.",,arg_evaluative,0
"This paper discusses the optimization of robot structures, combined with their controllers.",,arg_structuring,0
The authors propose a scheme,,arg_structuring,0
"based on a graph representation of the robot structure, and a graph-neural-network as controllers.",,none,0
The experiments show,,arg_structuring,0
that the proposed scheme is able to produce walking and swimming robots in simulation.,,none,0
"The results in this paper are impressive, and the paper seems free of technical errors.",,arg_evaluative,0
The main criticism I have is that I found the paper harder to read.,,arg_evaluative,0
"In particular, the exact difference between the proposed method and the ES baseline is not as clear as it could be.",,arg_evaluative,0
This makes the contribution of this paper in terms of the method,,arg_evaluative,0
hard to judge. Please include further description of the ES cost function and algorithm in the main body of the paper.,,none,0
The second point is that the proposed approach seems to modify a few things from the ES baseline.,,arg_fact,0
The efficacy of the separate modifications should be tested.,,arg_request,1
"Therefore I would like to see experiments with the ES cost function, but with",,arg_request,1
"inclusion of the pruning step, and experiments with the AF-function but without the pruning step.",,none,0
Summary:,,arg_structuring,0
"The manuscript proposes a modification of generators in GANs which improves performance under two popular metrics for multiple architectures, loss, benchmarks, regularizers, and hyperparameter settings.",,arg_fact,0
"Using the conditional batch normalization mechanism, the input noise vector is allowed to modulate layers of the generator.",,arg_fact,0
"As this modulation only depends on the noise vector, this technique does not require additional annotations.",,arg_fact,0
"In addition to the extensive experimentation on different settings showing performance improvements, the authors also present an ablation study, that shows the impact of the method when applied to different layers.",,arg_fact,0
Strengths:,,arg_structuring,0
- The idea is simple.,,arg_evaluative,0
The experimentation is extensive and results are convincing in that they show a clear improvement in performance using the method in a large majority of settings.,,arg_evaluative,0
- I also like the ablation study showing the impact of the method applied at different layers.,,arg_evaluative,0
Requests for clarification/additional information:,,arg_structuring,0
"- I might have missed that, but are the authors offering an interpretation of their observation that the performance of the self-modulation model performs worse in the combination of spectral normalization and the SNDC architecture?",,arg_request,1
- The ablation study shows that the impact is highest when modulation is applied to the last layer (if only one layer is modulated).,,arg_fact,0
It seems modulation on layer 4 comes in as a close second.,,arg_fact,0
I am curious about why that might be.,,arg_request,1
- I would like to see some more interpretation on why this method works.,,arg_request,1
- Did the authors inspect generated samples of the baseline and the proposed method? Is there a notable qualitative difference?,,arg_request,1
"Overall, the idea is simple, the explanation is clear and experimentation is extensive. I would like to see more commentary on why this method might have long-term impact (or not).",,arg_request,1
The problem that the paper tackles is very important and the approach to tackle it id appealing.,,arg_structuring,0
The idea of regarding the history as a tree looks very promising.,,arg_structuring,0
"However, it’s noteworthy that embedding to a vector could be useful too if the embedding espace is representative of the entire history and the timing of the events.",,arg_evaluative,0
Using neural network if an interesting choice for capturing the influence probability and its timing.,,arg_evaluative,0
The authors need to be clear about their contribution. Is the paper only about replacing the traditional parametric functions of influence and probability with  deep neural networks?,,arg_request,1
The experimental sections look rather mechanical. I would have put some results on the learned embedding. Or some demonstration of the embedded history or probability to intuitively convey the idea and how it works.,,arg_request,1
This could have made the paper much stronger.,,arg_evaluative,0
It was nice that the paper iterated and reviewed the possible inference and learning ways.,,arg_evaluative,0
There is one more way.,,arg_structuring,0
Similar to [1] one can use MCMC with importance sampling on auxiliary variables to infer the hidden diffusion given the observed cascades in continuous-time independent cascade model.,,arg_evaluative,0
The paper can benefit from a proofreading.,,arg_evaluative,0
There are a few typos throughout the paper such as:,,arg_evaluative,0
Reference is missing in section 2.1,,none,0
Page 2 paragraph 1: “an neural attention mechanism”,,none,0
"[1] Back to the Past: Source Identification in Diffusion Networks from Partially Observed Cascades, AISTATS 2015",,none,0
= Summary,,arg_structuring,0
Embeddings of mathematical theorems and rewrite rules are presented.,,arg_structuring,0
"An in-depth analysis of the resulting embeddings is presented, showing that a network can learn to ""apply"" embedded rewrite rules to embedded theorems, yielding results that are similar to the embedding of the rewritten theorem.",,arg_structuring,0
"[i.e., app'(emb(thm), emb(rule)) is near to emb(app(thm, rule))] This is an interesting property for the application of deep learning to automated theorem proving, though not directly a breakthrough result.",,arg_structuring,0
= Strong/Weak Points,,arg_structuring,0
"+ Simply a cute result, showing that proof search can remain in embedding space for a limited time horizon without having to switch back into the theorem prover environment.",,arg_evaluative,0
+ Nicely designed experiments testing this (somewhat surprising) property empirically,,arg_evaluative,0
- Missed opportunity of better analysis of which theorem/rewrite rule properties are more likely to fail,,arg_evaluative,0
"- Writing sometimes a bit overcomplicated (e.g., Sect. 4.5 could just be a figure of a commuting diagram and two sentences...)",,arg_evaluative,0
- Architecture choice unclear: Why are $\sigma$ and $\omega$ separate networks.,,arg_evaluative,0
"This is discussed on p4, but it's unclear to me how keeping $\sigma$ separate is benefitial for the analysis, and this is not picked up again explicitly again?",,arg_request,1
= Recommendation,,arg_structuring,0
"Overall, this is a nice, somewhat surprising result.",,arg_evaluative,0
"The writing and experiments could use some improvement, but I believe that the majority of the ICLR audience would enjoy seeing this result (even though it would have no impact on most people's research)",,arg_evaluative,0
= Detailed Comments,,arg_structuring,0
"- page 4, Sect. 4.4: Architecture of $\alpha$ would be nice (more than a linear layer?)",,arg_request,1
"- page 5, paragraph 3: ""we from some"" -> ""we start from some""",,arg_request,1
"- p6par1: ""much cheaper then computing"" -> than",,arg_request,1
"- p6par6: ""on formulas that with"" -> no that",,arg_request,1
"- p6par7: ""measure how rate"" -> ""measure the rate""",,arg_request,1
"- p8par1: ""approximate embedding $\alpha(e(\gamma'(...)))$ - $e$ is undefined and should probably be $e'$ (this is also the case in the caption of Fig. 5), and $c'$ should probably be included as well.",,arg_request,1
"However, I don't understand the use of $\alpha$ here.",,arg_evaluative,0
"If Fig. 4 is following Fig. 3 in considering $p(c(\gamma(T), \pi(P)))$, then Fig. 4 should plot the performance of, e.g., $p(c(e'(c'(\gamma'(T_{i-1}), \pi'(P_{i-1}))), \pi(P_i)))$ (i.e., $p$ applied to approximate embedding of $T_i$ and (""true"") embedding of $P_i$).",,arg_fact,0
"I believe that's what ""Pred (One Step)"" expresses, but it would maybe be generally helpful to be more precise about the notation",,arg_request,1
in Sect. 6.,,none,0
The paper proposes two additional steps to improve the compression of weights in deep neural networks.,,arg_structuring,0
"The first is to quantize the weights after pruning, and the second is to further encode the quantized weights.",,arg_structuring,0
There are several weaknesses in this paper.,,arg_evaluative,0
The first one is clarity.,,arg_evaluative,0
"The paper is not very self-contained, and I have to constantly go back to Lee et al. and Xu et al. in order to read through the paper.",,arg_evaluative,0
The paper can be made more mathematically precise.,,arg_request,1
