reviews	paper_sections	rebuttal_accept-praise	rebuttal_answer	rebuttal_by-cr	rebuttal_concede-criticism	rebuttal_contradict-assertion	rebuttal_done	rebuttal_followup	rebuttal_future	rebuttal_mitigate-criticism	rebuttal_other	rebuttal_refute-question	rebuttal_reject-criticism	rebuttal_social	rebuttal_structuring	rebuttal_summary
With regards to the fMRI experiments, good baselines are missing: DEMINE is compared to Pearson correlation.	RWK_EXP	NOOOOOONNNNNEEEE	"DEMINE-sig maximizes mean([m1,m2,m3])-v.
.Regarding fMRI experiments, our focus is on demonstrating neural MI estimation and dependency test on fMRI data.
.We compare with pearson's correlation because it's another widely used technique that can perform both correlation analysis as well as significance test.
.We used a simple 1D CNN where convolution happens over the time dimension, not the spatial dimensions.
.Better architectures, e.g. transformers over time + graph networks over space could improve performance, but not our focus and we leave that to future work.
.Higher-order and nonlinear covariance tests may make very appealing comparisons and we are looking into it.
.A first impression is that our technique is more general and will probably give looser bounds, but may be applicable to a wider range of problems not only ones that have specifically that type of covariance, just like DEMINE vs Pearson's correlation.
.But at the same time we also have questions on how much additional insight it brings, as it's not an apples to apples comparison, so neither tight or loose estimations diminish the value of both types of approaches.
"	"Will try to make it more clear.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
2:    The authors should compare against several costs/algorithms (e.g. l_0 with OMP, l_1 with LARS, etc.), and across various N_0/sparsity penalties, and across several datasets.	MET_DAT	NOOOOOONNNNNEEEE	"Indeed, we should remind that our adaptive homeostasis allows to be implemented by modifying the norm of each atom of the dictionary (as was done in the original work by Olshausen).
"	"We are in the process of extending this framework to other sparse coding algorithms (LARS and lasso_lars) as plugged in from sklearn without any modification (in theory) to these algorithms.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We have now included it in an anonymized format.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Second, we had already done the comparison ""against several costs/algorithms (e.g. l_0 with OMP, l_1 with LARS, etc.), and across various N_0/sparsity penalties"" but we had initially omitted to include this supplementary data (that takes the form of a single jupyter notebook which allows to reproduce all results).
"	NOOOOOONNNNNEEEE	"We also show in the paper the application to a one-layer convolution network and our preliminary results show that we can extend this to a hierarchical network.
"	"This supplementary material contains code to replicate all figures but also additional experiments to test the effect of the different parameters.
.In short, we verified that the results we present are valid over a various number of parameters of the network, like the learning rates (figure 2) but also sparsity and the size of the dictionary (see Response To AnonReviewer3 @ https://openreview.net/forum?id=SyMras0cFQ&noteId=BylQtQPHRX ).
.As in Sandin, 2017 paper we have shown similar results in OMP.
"
4. Most importantly, for table4, authors are comparing to the ResNet18 ARNet instead of ResNet50? which is better than the proposed method.	MET_TNF	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We can only find the results of ARTNet ResNet18 in the published paper.
.After communication with the authors of ARTNet, we confirm that there are no results published for ARTNet ResNet50.
.So instead we implement ARTNet ResNet50 by ourselves and the top1 accuracy on Kinetics-400 is 74.3%.
.This is still lower than our V4D ResNet50 whose top1 on Kinetics-400 is 77.4%.
.Also, ARTNet ResNet18 reports an average metric of 81.4%, which is the average of top1 and top5 accuracy.
.While our V4D yields an average score of 85.3%.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
In addition, I observe that in Table 1, the proposed method does not outperform the Joint Training in SVHN with A_10.	MET_TNF	NOOOOOONNNNNEEEE	"Using generated samples accommodates for better performance then joint training is the case of tasks of relatively low complexity such as MNIST.
.Indeed, such a result has been shown in other works, e.g. [1].
.As explained in Sec. 5.2, this can be attributed to a potentially higher diversity with a steady quality of the generated samples.
.Clearly, the performance of the classifier trained on the generated samples highly depends on the complexity of the task and quality of the generated samples.
.Thus, this effect can not be observed neither in the SVHN not the CIFAR10 benchmarks.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"4. Why our method does not outperform joint training on SVHN?
"	NOOOOOONNNNNEEEE
I am not sure if this is the first work in this direction of proving bounds assuming an oracle or if there is some background work that the authors could provide to put this into context.	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Designing more efficient streaming algorithms with machine learning techniques is a relatively new research topic and we have included more related work in our updated version of the manuscript (highlighted in the blue color).
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
Attacking CRBMs is highly relevant and should be included as a baseline.	RWK	NOOOOOONNNNNEEEE	"2. The complete connectivity graph for our Boltzmann machine, as presented in Fig 2, can be interpreted as having two hidden layers.
.The graph has bipartite connectivity between the visible units and the first 128 hidden units and bipartite connectivity between the first 128 hidden units and the second 128 hidden units.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We thank the referee for bringing the article [V] to our attention and we now have acknowledged the prior work properly in our introduction.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"1. We are not training Restricted Boltzmann Machines (RBMs), but Boltzmann machines where the hidden units can be fully connected.
"	NOOOOOONNNNNEEEE
However, the idea is very related to Yeh et al.’s work which has already published but not mentioned at all.	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"A1: The entire first paragraph of our related work section is focused on Yeh et al.’s work.
.As we explained in the paragraph, there is a major theoretical flaw in their method.
.Yeh et al. (2017) use the discriminator loss of a trained GAN as an indicator of how realistic their restoration is.
.However, Goodfellow et al. (2014) already prove that the discriminator is unable to identify how realistic an input is after several steps of training, if the GAN has enough capacity.
.Ideally the generator will have all the information of the data distribution while the discriminator will have none.
.That is why we use the generator of a trained GAN as an implicit probability density model in our method.
.Another difference between their work and ours is that they only focus on image inpainting problem, while our method applies to various image restoration problems.
"	NOOOOOONNNNNEEEE	"Q1: The idea is very related to Yeh et al.’s work which is not mentioned at all.
"	NOOOOOONNNNNEEEE
For the bAbi task, although there is a significant improvement (43%) in the mean error rate compared to the original DNC, it's important to note that performance in this task has improved a lot since the DNC paper was release. Since this is the only non-toy task in the paper, in my opinion, the authors have to discuss current SOTA on it, and have to cite, for example the universal transformer[1], entnet[2], relational nets [3], among others architectures that shown recent advances on this benchmark.	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"In our experimental section, we added requested references to methods performing better on bAbI, and point out that our goal is not to beat SOTA on bAbI, but to exhibit and overcome drawbacks of DNC.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
- For semi-supervised classification, the paper did not report the best results in other baselines.	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Defining the best combination of techniques to achieve the highest performance is an interesting direction of future work; our preliminary experiments combining Mean Teacher with manifold regularization have shown some improvements and we will include the results in the final version of the paper.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"First, with respect to baselines, we have updated the results tables to include the additional baselines mentioned, as well as runs for VAT(+EntMin) with lower numbers of labels on CIFAR-10.
.We have also updated the text to tone down the claims.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"After updating these baselines, we note that our method still achieves state-of-the-art performance in the regime where 1000 and 2000 labels are used for training on CIFAR-10, with and without data augmentation.
.In addition, we note that the highest performance in many of the mentioned baselines (and with VAT) are obtained with a combination of multiple approaches.
.When our method is compared head-to-head against the proposed method in the mentioned papers, it is competitive and sometimes outperforms them, for instance, in experiments on CIFAR-10 with 4000 labels
"	NOOOOOONNNNNEEEE	"With augmentation:
.Adversarial Dropout [1] (11.32) vs ours (11.79 +/- 0.25)
.Without augmentation:
.Improved GAN + SNTG [2] (14.93) vs ours (14.34 +/- 0.17)
"	NOOOOOONNNNNEEEE
The paper also misses several powerful baselines of semi-supervised learning, e.g. [1,2].	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Defining the best combination of techniques to achieve the highest performance is an interesting direction of future work; our preliminary experiments combining Mean Teacher with manifold regularization have shown some improvements and we will include the results in the final version of the paper.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"First, with respect to baselines, we have updated the results tables to include the additional baselines mentioned, as well as runs for VAT(+EntMin) with lower numbers of labels on CIFAR-10.
.We have also updated the text to tone down the claims.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"After updating these baselines, we note that our method still achieves state-of-the-art performance in the regime where 1000 and 2000 labels are used for training on CIFAR-10, with and without data augmentation.
.In addition, we note that the highest performance in many of the mentioned baselines (and with VAT) are obtained with a combination of multiple approaches.
.When our method is compared head-to-head against the proposed method in the mentioned papers, it is competitive and sometimes outperforms them, for instance, in experiments on CIFAR-10 with 4000 labels
"	NOOOOOONNNNNEEEE	"With augmentation:
.Adversarial Dropout [1] (11.32) vs ours (11.79 +/- 0.25)
.Without augmentation:
.Improved GAN + SNTG [2] (14.93) vs ours (14.34 +/- 0.17)
"	NOOOOOONNNNNEEEE
1. The paper should also talk about the details of ARNet and discuss the difference, as I assume they are the most related work	RWK	NOOOOOONNNNNEEEE	"ARTNet is not very much related to our V4D.
.Basically, ARTNet is an alternative for 3D CNNs by replacing 3D convolution layers with SMART blocks.
.The SMART blocks are two branch units, with one branch for learning static appearance features and one branch for learning motion features.
.ARTNet is a clip-based method for learning short-term representations while our V4D is a video-level method for learning both short-term and long-term representations.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
1) Some of the benchmark datasets for the proposed task as well as some well-known methods (see Battaglia et al’18 and references in there) are missing.	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"In any case we will make the code available as soon as possible.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"A: We did our best to survey and compare to the most related works on the dataset collection introduced in [Yanardag & Vishwanathan 2015].
.These datasets contain graphs from multiple origins, where some of them consist of highly varying graph sizes (within the same dataset).
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Q: “Some of the benchmark datasets for the proposed task as well as some well-known methods (see Battaglia et al’18 and references in there) are missing”.
.--------------------------------------------------------------------------------------------------------------------------------
"	NOOOOOONNNNNEEEE
However, I think since this is few-shot learning with domain adaptation, there is no domain adaptation baselines being mentioned in comparison.	RWK	NOOOOOONNNNNEEEE	"We considered the traditional meta-learning for few-shot learning approaches, and combined meta-learning with a popular domain adaptation baseline.
"	NOOOOOONNNNNEEEE	"It is something we should have done on our own.
"	NOOOOOONNNNNEEEE	"Accordingly, based on your suggestions, and suggestions from other reviewers, we have tried to expand the baselines substantially (specifically, we include three state of the art Domain Adaptation methods as baselines – RevGrad [1], ADDA [2] and CyCADA [3]), and our proposed methods outperform them.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Being a new problem setting, designing appropriate baselines can be challenging.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We are grateful for your suggestions on the domain adaptation baselines, and fully agree that it is reasonable.
"	"Concern 2: Experiments
.Domain Adaptation Baselines + Other datasets
"	NOOOOOONNNNNEEEE
The reviewer is also interested to see how the the generalization bound introduced in this paper is related to the recent theoretical works [3],[4] on MDL.	RWK	NOOOOOONNNNNEEEE	"A5 Zhao et al. [3] consider the multiple source context; they define a weighted scheme where the weight of a source depends on its H-divergence with the target, plus its own classification error.
.The feature extractor is trained either from the best source only (in the sense of this weight), or from a weighted sum of the sources.
.When interested in multi-domain learning (thus aiming to minimize the average risk), it seems that there are two possibilities: a single feature extractor; or a feature extractor per domain.
.In the former case, the feature extractor might be overly conservative; in both cases, scalability w.r.t. the number of domains might be an issue.
.Hoffman et al. [4] also consider the multiple source context, assuming that the target is a unknown mixture of the sources (or not too far thereof in terms of Renyi divergence).
.Their experiments follow this assumption (using as target a mixture of sources Amazon, Webcam and DSLR).
.In our case this assumption does not hold, e.g. the joint distribution of England(x,y) is *not* a mixture of Texas(x,y) and California(x,y) (as can be seen by eye, and confirmed by experiments).
.The adversarial change of representation only enforces the merge of the marginals.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Q5: ""The reviewer is also interested to see how the the generalization bound introduced in this paper is related to the recent theoretical works [3],[4] on MDL.""
"	NOOOOOONNNNNEEEE
- The paper should refer to 1) the reward shaping literature, 2) the growing line of works concerned with control variates for REINFORCE (such as VIMCO, MuProp, REBAR) and 3) the growing line of works concerned about combinatorial optimization with reinforcement learning (Neural Combinatorial Optimization with Reinforcement Learning, etc.)	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Having said that, we see how these areas might seem related, and we will revise the related work section to better emphasize the aforementioned differences.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"- Our frame of reference were algorithms that could be applied to any combinatorial problem, and which only rely on function evaluations.
.Control variates and reward shaping methods are mostly useful when tied to the particularities of a given objective, and thus do not fall into this category.
.In neural combinatorial optimization the study is focused on designing a sampling distribution that reflects some prior knowledge about a problem, and thus, we consider this line of work as orthogonal to ours.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
It would probably help to position the VAE component more precisely w.r.t. one of the two baselines, by indicating the differences.	RWK	NOOOOOONNNNNEEEE	"A recent result [1] proves that there is a fundamental tradeoff between accuracy and realism, for all problems with inherent ambiguity.
.In fact, a recent challenge held at ECCV 2018 in such a problem [2] evaluates all algorithms on both of these axes, as neither adequately captures performance.
.Instead, we provide a systematic analysis of the effect of the loss function on this task (which could be applied to any generator).
.We use a warping-based generator, from prior work (Ebert et al. 2017), and include a comparison to SVG for completeness.
.Since evaluating generator architectures is not the emphasis of this paper, we did not test the importance of the warping component nor test on videos where this hypothesis is less suitable.
.LPIPS linearly calibrates  AlexNet feature space to better match human perceptual similarity judgements.
.Aside for the first two predicted frames, our VAE ablation and the SVG model both achieve similar SSIM and LPIPS performance.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We added Section 3.5 to point out the differences between the VAE component of our model and the SV2P and SVG models from prior work.
.We updated Section 4.4 to indicate that it is to be expected that although our SAVP model improves on diversity and realism, it also performs worse in accuracy compared to pure VAE models (both our own ablation and SVG from Denton & Fergus (2018)).
.In the updated draft, we clarify in Section 3.4 that the warping component assumes that videos can be described as transformation of pixels, but that any generator (including the one from Denton & Fergus (2018)) could be used with our losses.
.We have included a revised plot in Figure 14 at the end of the Appendix (note that this temporary plot will be incorporated to Figure 6), where we use the official implementation of SSIM and replace the VGG metric with the Learned Perceptual Image Patch Similarity (LPIPS) metric (Zhang et al., 2018).
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Note that proposing a generator architecture is not the goal of this paper.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
"The tasks are explicitly designed to exploit these additional parameters - so framing the synthetic experiments as, ""here are some simple functions for which we would need the additional parameters that we define"" makes sense; but arguing that Hartford et al. ""fail approximating rather simple functions"" (page 7) is misleading because the functions are precisely the functions on which you would expect Hartford et al. to fail (because it's designed for a different setting)."	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"A: We agree with the reviewer and will change our wording accordingly.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"framing the synthetic experiments as, ""here are some simple functions for which we would need the additional parameters that we define"" makes sense; but arguing that Hartford et al. ""fail approximating rather simple functions"" (page 7) is misleading because the functions are precisely the functions on which you would expect Hartford et al. to fail”
"	NOOOOOONNNNNEEEE
There should be a better discussion of related work on the topic.	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"In addition to the locations specified by the reviewer, the first two paragraphs of Section 1 (especially the second paragraph) discuss several other related works.
.We have added more to the revised version.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"-- Thank you.
"	"R: - Related work
.A:
"	NOOOOOONNNNNEEEE
=> Baselines: The comparison provided in the paper is weak.	RWK	NOOOOOONNNNNEEEE	"In general, NGE has significant improvement both quantitatively and qualitatively.
.In environment where global information is needed (for example, walker with multiple rigid body contact), the performance is jeopardized. But in an easier environment, message passing is less needed.
"	NOOOOOONNNNNEEEE	"We thank the reviewer for pointing out the baseline of no message passing in GNN, which we named as ESS-BodyShare.
"	NOOOOOONNNNNEEEE	"In the latest revision, we have 5 baselines from previous research and modern variants, which further showcases the significance of our work.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Q3: Comparison to more baseline, for example models with no message passing.
.We refer the reviewer to the general response for further information.
.Specifically for ESS-BodyShare baseline:
"	"|
.NGE     | ESS-BodyShare
.fish         |  70.21   |  54.97
.(78.3% of NGE)
.Walker   |
.4157.9 |   2185.1 (52.5% of NGE)
"
Moreover, in spite of the authors writing that their goal is “completely different” from [Lee at al 18a, Ma et al 18a], I found the two cited papers having a similar intent and approach to the problem, but a comparison is completely missing.	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"We clarified this in Section 2.1 of the revised draft.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"The main difference between our method and [1, 2] is that we do not directly train the Gaussian mixture model, i.e., generative classifier but we post-process it on hidden feature spaces of pre-trained deep models.
.In addition, we study a robust inference method to handle noisy labels in training samples, while they did not.
.Next, [3,4] also assume clean training labels, and aim for detecting abnormal test samples after ’clean’ training.
.Therefore, a comparison with [1, 2, 3, 4] is not straightforward as our goal is different.
"	NOOOOOONNNNNEEEE	"Q1. Comparison with [1, 2, 3, 4].
"	NOOOOOONNNNNEEEE
A proper baseline should have been compared.	RWK	NOOOOOONNNNNEEEE	"In both setups, our inference method is shown to be more robust compared to the softmax inference.
.Such experimental results support our claim that the proposed generative classifier can improve the robustness against adversarial attacks as it utilizes multiple hidden features (i.e., harder to attack all of them).
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"In the revised draft, we also consider optimization-based adaptive attacks against our method under the black-box setup (see Table 5) and the white-box setup (see Table 10).
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Q5. Evaluation on adversarial attacks.
"	"We further show that our method further improves the robustness of deep models optimized by adversarial training (see Table 6 and 11).
"
Third, the comparison to baseline and “DeepSet” is not fair.	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE
4. Comparison with past works.	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"The updated paper will discuss related work in more depth, including the suggested [A] and [B].
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Comment 4:
"	NOOOOOONNNNNEEEE
1) The only comparison to another non-fixed sampling baseline is Kool et al. 2019.	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"To also include previously-published baselines, we are currently running experiments with the recently proposed LOUPE method by Bahadir et al. (2019).
"	"We are currently running experiments to obtain Gumbel top-k results for the ‘lines and circles’ and CIFAR10 experiments as well.
.In fact, using Gumbel top-k sampling in this context can be seen as a constrained version of DPS, with shared weights across the M distributions.
"	NOOOOOONNNNNEEEE	"We agree with the referee and will therefore include a visualization of the trained distributions using Gumbel top-k sampling and a realization of the sampling pattern.
.Since we did not sufficiently emphasize that leveraging Gumbel top-k sampling for learning signal subsampling matrices is part of the novelty of the present work, we clarified this in the revised manuscript.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Question 1:
"	NOOOOOONNNNNEEEE
This baseline was also missing in image reconstruction.	RWK	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"To also include previously-published baselines, we are currently running experiments with the recently proposed LOUPE method by Bahadir et al. (2019).
"	"We are currently running experiments to obtain Gumbel top-k results for the ‘lines and circles’ and CIFAR10 experiments as well.
.In fact, using Gumbel top-k sampling in this context can be seen as a constrained version of DPS, with shared weights across the M distributions.
"	NOOOOOONNNNNEEEE	"We agree with the referee and will therefore include a visualization of the trained distributions using Gumbel top-k sampling and a realization of the sampling pattern.
.Since we did not sufficiently emphasize that leveraging Gumbel top-k sampling for learning signal subsampling matrices is part of the novelty of the present work, we clarified this in the revised manuscript.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"Question 1:
"	NOOOOOONNNNNEEEE
This seems like a very weak baseline---there are any number of other reasonable ways to encode this.	RWK	NOOOOOONNNNNEEEE	"Our goal is to propose a representation of time that can be used instead of merely a float notion of time (as opposed to beating the state-of-the-art on a particular dataset)
..
.Therefore, all our comparisons are head-to-head comparisons between a model with and without Time2Vec.
.This includes LSTM+T vs LSTM+Time2Vec, TimeLSTM1 vs TimeLSTM1 + Time2Vec, and TimeLSTM3 vs TimeLSTM3 + Time2Vec.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"It would not be sensible to, e.g., compare LSTM+Time2Vec to TimeLSTM3 (or some other model) because the results of such an experiment do not provide evidence towards Time2Vec being useful or useless.
"	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	NOOOOOONNNNNEEEE	"“Weak baseline”
"	NOOOOOONNNNNEEEE
